"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @bfsooner: Tom Herman drives past a Whataburger to get an Impossible Whopper at Burger King.",FALSE,0,NA,2019-10-09 03:07:11,FALSE,NA,"1181768040624590848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ElaineMCMXCI",96,TRUE,FALSE,NA,NA
"@BurgerKing It is horrible that you want vegetarians to eat burger that tastes and feels like meat 🤢 by not serving… https://t.co/HxXxkaMvll",FALSE,1,"BurgerKing",2019-10-09 03:04:44,TRUE,NA,"1181767421750738944","167421802","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","imanavg",0,FALSE,FALSE,NA,NA
"Dear ⁦@Mangan150⁩ Interesting article. Any thoughts? https://t.co/BEperZI4oE",FALSE,0,NA,2019-10-09 03:02:48,FALSE,NA,"1181766935782014978",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SimnaniIqbals",0,FALSE,FALSE,NA,NA
"RT @voxdotcom: The backlash to plant-based meat, when you look at it closely, is a backlash against our food system in general — mistakenly…",FALSE,0,NA,2019-10-09 03:02:40,FALSE,NA,"1181766901241761792",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","TheRadGasm",45,TRUE,FALSE,NA,NA
"So.. I just had to try another impossible burger just to see. Those of you who saw my before tweet about them know… https://t.co/wkhk8wlP6M",FALSE,6,NA,2019-10-09 03:02:12,TRUE,NA,"1181766783847538688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Michelle71202",1,FALSE,FALSE,NA,NA
"Why is there a sudden backlash against the rise of meatless meat? What happened to the formerly glorified Impossibl… https://t.co/AnOdpiTlWx",FALSE,0,NA,2019-10-09 02:59:35,TRUE,NA,"1181766126587408384",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","ConsumGoodsClub",0,FALSE,FALSE,NA,NA
"RT @mutual_ayyde: ""[O]pposing all mass-market, mass-produced food is elitist and classist — and in this particular case, it’s silly, too. ""…",FALSE,0,NA,2019-10-09 02:52:09,FALSE,NA,"1181764254359146496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VenTigress",2,TRUE,FALSE,NA,NA
"RT @voxdotcom: In order to address the biggest harms caused by our current food system, plant-based meat must be mass-produced. 

And if we…",FALSE,0,NA,2019-10-09 02:50:59,FALSE,NA,"1181763960980115457",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","joshuagrochow",25,TRUE,FALSE,NA,NA
"I want an impossible burger and miso soup",FALSE,1,NA,2019-10-09 02:49:58,FALSE,NA,"1181763707422023686",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","witchesnstitchz",0,FALSE,FALSE,NA,NA
"RT @typorrinha: @WDWToday #CastCompliment to the impossible burger at food and wine",FALSE,0,NA,2019-10-09 02:45:58,FALSE,NA,"1181762700436746241",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","curranlatas",1,TRUE,FALSE,NA,NA
"Sounds like the CEO’s at chipotle and Whole Foods are losing money on this one. Boo fucking hoo.  https://t.co/aoakO7Ky3U",FALSE,0,NA,2019-10-09 02:45:13,FALSE,NA,"1181762512586444801",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CodyFraley_11",0,FALSE,FALSE,NA,NA
"RT @voxdotcom: The backlash to plant-based meat, when you look at it closely, is a backlash against our food system in general — mistakenly…",FALSE,0,NA,2019-10-09 02:44:34,FALSE,NA,"1181762348555624448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LeftFeat",45,TRUE,FALSE,NA,NA
"Michelle is being an impossible burger rn 🙄🙄",FALSE,0,NA,2019-10-09 02:43:20,FALSE,NA,"1181762035618590720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x_Ageee",0,FALSE,FALSE,NA,NA
"RT @kristinsullivan: Impossible Burger is GMO sh--. Why anyone eats it is beyond me! Meatless meat is becoming mainstream — and it’s sparki…",FALSE,0,NA,2019-10-09 02:41:10,FALSE,NA,"1181761491172651008",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MinnReb",1,TRUE,FALSE,NA,NA
"@WDWToday #CastCompliment to the impossible burger at food and wine",FALSE,10,"WDWToday",2019-10-09 02:40:50,FALSE,NA,"1181761407899049984","3047974969","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","typorrinha",1,FALSE,FALSE,NA,NA
"Meatless meat is becoming mainstream — and it’s sparking a backlash https://t.co/b8fBAj1cse At the end of the day,… https://t.co/R4l3yF6WSe",FALSE,0,NA,2019-10-09 02:40:00,TRUE,NA,"1181761198389448704",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","justinyost",0,FALSE,FALSE,NA,NA
"Which restaurant will be the first to offer an impossible burger with a white claw as a combo?",FALSE,6,NA,2019-10-09 02:39:16,FALSE,NA,"1181761012619341824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoshuaOgundu",0,FALSE,FALSE,NA,NA
"I’ve been thinking about the impossible burger from Burger King for over a week now",FALSE,3,NA,2019-10-09 02:38:43,FALSE,NA,"1181760875411247106",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_jarigonzalez",0,FALSE,FALSE,NA,NA
"@mkobach I think there’s a couple options..

“We should brew our own kombucha”

Nashville specific: “we should star… https://t.co/q0pFWTaBZI",FALSE,1,"itskyleharris",2019-10-09 02:38:38,TRUE,"1181757839775354880","1181760855580520449","212137619","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","itskyleharris",0,FALSE,FALSE,NA,NA
"What’s your preference: methane and global warming or a little, carefully-managed genetic engineering that also hel… https://t.co/G16FLRg71V",FALSE,0,NA,2019-10-09 02:36:26,TRUE,NA,"1181760300602855424",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RHNilsson",0,FALSE,FALSE,NA,NA
"Been craving an impossible burger",FALSE,0,NA,2019-10-09 02:36:11,FALSE,NA,"1181760237327585316",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","keenah_ayana",0,FALSE,FALSE,NA,NA
"@superb037 Get yoself an impossible burger bb!!!",FALSE,3,"superb037",2019-10-09 02:36:08,FALSE,"1181753057127866370","1181760226392973312","18258145","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","madd_libz",0,FALSE,FALSE,NA,NA
"@LouisPeitzman I decided at the last minute to go to Burger King for an Impossible Whopper instead.",FALSE,1,"LouisPeitzman",2019-10-09 02:35:55,FALSE,"1181760001519566848","1181760170281635841","21848018","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yosoymichael",0,FALSE,FALSE,NA,NA
"@msp2tjs @MeatSauce1 @Tesla and I’m going to guess that there is no impossible burger in your standup..

[ ] confirm
[ ] deny",FALSE,1,"msp2tjs",2019-10-09 02:35:54,FALSE,"1181749355721703424","1181760164904476673","2506157316","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","geekandi",0,FALSE,FALSE,NA,NA
"@BurgerKing FYI the only thing impossible about that vegan sandwich you call a burger is that it's IMPOSSIBLE to eat.

#StopSellingFakeMeat",FALSE,0,"BurgerKing",2019-10-09 02:35:27,FALSE,NA,"1181760054472712192","167421802","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","blazer0981",0,FALSE,FALSE,NA,NA
"RT @NaturalNewsHR: #BurgerKing rolls out the genetically modified “Impossible Burger” made with questionable chemicals. https://t.co/NtCm9G…",FALSE,0,NA,2019-10-09 02:35:24,FALSE,NA,"1181760039964442624",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FREEBetsyB",4,TRUE,FALSE,NA,NA
"The backlash against Impossible and Beyond Meat burgers going mainstream - Vox https://t.co/8pa5u2YZVC",FALSE,0,NA,2019-10-09 02:34:37,FALSE,NA,"1181759841901121537",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","teeewill",0,FALSE,FALSE,NA,NA
"'It's a hard story to tell': Jonathan Safran Foer on how Greta Thunberg, the Impossible Burger, and meatless breakf… https://t.co/saqTn1nxmL",FALSE,0,NA,2019-10-09 02:34:08,TRUE,NA,"1181759720614432768",NA,"<a href=""https://crowdfireapp.com"" rel=""nofollow"">Crowdfire App</a>","anifooty",0,FALSE,FALSE,NA,NA
"RT @dadecountys: @DisorganizedFat I’ve been yelling at a young lady for over an hour over the impossible burger I can’t say shit 😂",FALSE,0,NA,2019-10-09 02:33:29,FALSE,NA,"1181759557535752192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DisorganizedFat",1,TRUE,FALSE,NA,NA
"RT @Cheesecake: The new vegan Impossible Burger, making carnivores question their preferences since 2019. https://t.co/vTliBCEdAo",FALSE,0,NA,2019-10-09 02:33:14,FALSE,NA,"1181759496160448514",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NatalieRios168",52,TRUE,FALSE,NA,NA
"I just want jalapeño and pineapple pizza, pad thai, and an impossible burger... is that asking too much?",FALSE,8,NA,2019-10-09 02:32:44,FALSE,NA,"1181759368464748544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kfee",0,FALSE,FALSE,NA,NA
"@DisorganizedFat I’ve been yelling at a young lady for over an hour over the impossible burger I can’t say shit 😂",FALSE,1,"DisorganizedFat",2019-10-09 02:32:43,FALSE,"1181758772567580673","1181759363826012160","1165695563813314563","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dadecountys",1,FALSE,FALSE,NA,NA
"RT @SeanRauchut: I’m not vegan but something was hella funny today ordering an impossible burger at Burger King and them asking if I wanted…",FALSE,0,NA,2019-10-09 02:29:50,FALSE,NA,"1181758638848987136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","littlestofshits",5,TRUE,FALSE,NA,NA
"@bjkirsh Hi! While there was a shortage of the Impossible Burger earlier this year due to demand, that's now over a… https://t.co/aAQtMLpGLK",FALSE,0,"bjkirsh",2019-10-09 02:26:29,TRUE,"1181727469302407168","1181757796355837952","1697528798","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","ImpossibleFoods",0,FALSE,FALSE,NA,NA
"👍 on @YouTube: If Commercials Were Real Life - Burger King Impossible Whopper https://t.co/hSKf4vRQIC",FALSE,0,NA,2019-10-09 02:23:15,FALSE,NA,"1181756981687853056",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","newsnowkc",0,FALSE,FALSE,NA,NA
"Impossible burger? Sure why not. I mean when it's 4am and you're dipping it in ranch who gives a shit.",FALSE,0,NA,2019-10-09 02:22:09,FALSE,NA,"1181756705916571648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Deatson_",0,FALSE,FALSE,NA,NA
"Meatless meat is becoming mainstream — and it’s sparking a backlash https://t.co/vyvKkTytcn",FALSE,0,NA,2019-10-09 02:21:42,FALSE,NA,"1181756591529512963",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","gratiafidesola",0,FALSE,FALSE,NA,NA
"Wonder how that impossible burger from BK taste",FALSE,0,NA,2019-10-09 02:21:29,FALSE,NA,"1181756539666874369",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_1FamST",0,FALSE,FALSE,NA,NA
"am i triflin for wanting to try the burger king impossible whopper 🤔",FALSE,0,NA,2019-10-09 02:17:14,FALSE,NA,"1181755469490204673",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ItsSaulMartinez",0,FALSE,FALSE,NA,NA
"gonna try an impossible whopper at BK this weekend when I get off of work. Can this be an opportunity to give up on… https://t.co/j45f5bNwMj",FALSE,1,NA,2019-10-09 02:12:20,TRUE,NA,"1181754236251492352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Casperwolf2",0,FALSE,FALSE,NA,NA
"Whoever put this under the Burger King menu is a legend. I was ordering an impossible whopper and couldn’t  stop la… https://t.co/FatHJsHTZT",FALSE,2,NA,2019-10-09 02:11:10,TRUE,NA,"1181753943606661120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RamahJoe",0,FALSE,FALSE,NA,NA
"GMO Impossible Burger Tests Positive for High Levels of Monsanto’s Glyphosate | https://t.co/v2zyYMSaFh https://t.co/aArPNMCgo7",FALSE,0,NA,2019-10-09 02:11:02,FALSE,NA,"1181753908886159360",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","TonyDegagne",0,FALSE,FALSE,NA,NA
"so I’ve tried the impossible burger &amp; honestly it isn’t that bad but I can’t get over the fact like it doesn’t smel… https://t.co/DQ3HNXTQW0",FALSE,0,NA,2019-10-09 02:07:55,TRUE,NA,"1181753124790394881",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alliie_x3",0,FALSE,FALSE,NA,NA
"Just tried an impossible burger unfreekingbelievable!!",FALSE,0,NA,2019-10-09 02:07:49,FALSE,NA,"1181753100228599808",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","AireXaris",0,FALSE,FALSE,NA,NA
"@bond_linksy We hear you! We’re just getting started in retail and the price will likely change as we expand. Side… https://t.co/XFwU7bddzj",FALSE,0,"bond_linksy",2019-10-09 02:06:00,TRUE,"1181704017417650176","1181752644118945792","1162428057124163584","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","ImpossibleFoods",0,FALSE,FALSE,NA,NA
"RT @deeceebake: scripps is serving impossible burger and jackfruit tacos and pomona is still out here serving fucking vegan cutlet",FALSE,0,NA,2019-10-09 02:05:52,FALSE,NA,"1181752607716585472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kiyadelametztli",6,TRUE,FALSE,NA,NA
"OR maybe I am wrong, that was an Impossible Burger, and I can no longer trust my own discernment of what is meat an… https://t.co/IUCmUD1EcO",FALSE,0,"micahhenning",2019-10-09 02:04:04,TRUE,"1181751143338258432","1181752156891877377","14304668","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","micahhenning",0,FALSE,FALSE,NA,NA
"The backlash against Impossible and Beyond Meat burgers going mainstream - Vox https://t.co/nicWrjvN4c",FALSE,0,NA,2019-10-09 01:59:42,FALSE,NA,"1181751057564651521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nathanknows",0,FALSE,FALSE,NA,NA
"back on my bullshit (eating nothing for the entire day and then inhaling an impossible burger at 9pm)",FALSE,27,NA,2019-10-09 01:53:40,FALSE,NA,"1181749539499384832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bucksthot",0,FALSE,FALSE,NA,NA
"FFS there’s a backlash? https://t.co/mvQnbFbb9V",FALSE,0,NA,2019-10-09 01:51:56,FALSE,NA,"1181749101999906821",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MatthewGaertner",0,FALSE,FALSE,NA,NA
"Had an impossible burger tonight. It was amazing",FALSE,1,NA,2019-10-09 01:49:18,FALSE,NA,"1181748438830129152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RPaulKressig",0,FALSE,FALSE,NA,NA
"Center for Food Safety |  Our Beef with the GMO Impossible Burger https://t.co/OR88sIrAEc 5lt",FALSE,0,NA,2019-10-09 01:49:01,FALSE,NA,"1181748368302837760",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DaynaLiffey",0,FALSE,FALSE,NA,NA
"Meatless meat is becoming mainstream — and it’s sparking a backlash https://t.co/zp35NwZqDk",FALSE,0,NA,2019-10-09 01:48:54,FALSE,NA,"1181748340834390016",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JohnsonLancast2",0,FALSE,FALSE,NA,NA
"an impossible burger a week
keeps the tummy on fleek!",FALSE,0,NA,2019-10-09 01:48:45,FALSE,NA,"1181748301143642112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jojbschaffer",0,FALSE,FALSE,NA,NA
"RT @AnimalCharityEv: Until its mass production, plant-based meat had been hailed for its sustainability and potential to end factory farmin…",FALSE,0,NA,2019-10-09 01:48:27,FALSE,NA,"1181748225792974848",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","theplantdeli",5,TRUE,FALSE,NA,NA
"Omg my local Burger King has the impossible burger",FALSE,3,NA,2019-10-09 01:46:57,FALSE,NA,"1181747850058911744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dagothurs",0,FALSE,FALSE,NA,NA
"@BurgerKing your location in Wadsworth OH gave my wife an actual beef whopper instead of the meatless impossible bu… https://t.co/lly89aNb09",FALSE,0,"BurgerKing",2019-10-09 01:46:22,TRUE,NA,"1181747702872322051","167421802","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mftlake",0,FALSE,FALSE,NA,NA
"Meatless meat is becoming mainstream — and it’s sparking a backlash https://t.co/QnzQVZIyi3",FALSE,0,NA,2019-10-09 01:45:54,FALSE,NA,"1181747584357949441",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","santodelrey",0,FALSE,FALSE,NA,NA
"@2PennysOnePair I can go without bread, but meat man is impossible. I will see Black Bean burgers aren’t bad, but I… https://t.co/zs8x28V1Q9",FALSE,0,"2PennysOnePair",2019-10-09 01:45:37,TRUE,"1181727285579259904","1181747513541500929","159639991","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_DrewRobinson",0,FALSE,FALSE,NA,NA
"Bro the impossible whopper taste like a real burger so bad that I’m questioning if they messed up my order 😂🔥",FALSE,8,NA,2019-10-09 01:43:34,FALSE,NA,"1181746998489174016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","macjagswag",0,FALSE,FALSE,NA,NA
"Impossible Burger is GMO sh--. Why anyone eats it is beyond me! Meatless meat is becoming mainstream — and it’s spa… https://t.co/0ibJTPThP7",FALSE,1,NA,2019-10-09 01:42:47,TRUE,NA,"1181746798513262598",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kristinsullivan",1,FALSE,FALSE,NA,NA
"RT @voxdotcom: The backlash to plant-based meat, when you look at it closely, is a backlash against our food system in general — mistakenly…",FALSE,0,NA,2019-10-09 01:38:50,FALSE,NA,"1181745807176982528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","batcountry101",45,TRUE,FALSE,NA,NA
"RT @voxdotcom: The backlash to plant-based meat, when you look at it closely, is a backlash against our food system in general — mistakenly…",FALSE,0,NA,2019-10-09 01:38:32,FALSE,NA,"1181745731792539648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","uradn",45,TRUE,FALSE,NA,NA
"RT @voxdotcom: The backlash to plant-based meat, when you look at it closely, is a backlash against our food system in general — mistakenly…",FALSE,0,NA,2019-10-09 01:37:47,FALSE,NA,"1181745541501378567",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DebiJackson50",45,TRUE,FALSE,NA,NA
"I don't mind new innovation, BUT. Why cant we just improve what we have instead of modifying everything to accept g… https://t.co/JWuwexutw6",FALSE,1,NA,2019-10-09 01:37:10,TRUE,NA,"1181745384655380482",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","NHRARACER",0,FALSE,FALSE,NA,NA
"Oh for crying out loud, we should be thrilled @BurgerKing is serving it =&gt; https://t.co/zYrw64crr4 @voxdotcom",FALSE,0,NA,2019-10-09 01:33:57,FALSE,NA,"1181744576320741376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JakeWengroff",0,FALSE,FALSE,NA,NA
"GMO Impossible Burger Tests Positive for High Levels of Monsanto's Glyphosate #Topbuzz https://t.co/zvQsxOCuyR",FALSE,0,NA,2019-10-09 01:33:38,FALSE,NA,"1181744497711030278",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","livvie756",0,FALSE,FALSE,NA,NA
"@hizaga @Verdict Have you seen any of these in Tokyo? I loved the Impossible Burger when I was in NY, but resort to… https://t.co/8rSxb23fQM",FALSE,1,"hizaga",2019-10-09 01:31:41,TRUE,"1181740254929096704","1181744006671110150","214886875","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ryankanno",0,FALSE,FALSE,NA,NA
"@shuds16 Fish burgers are pretty good, and I'm a fan of the veggie burger.  That BK impossible Whopper tastes a lot… https://t.co/nljhbm9fQs",FALSE,0,"shuds16",2019-10-09 01:31:13,TRUE,"1181743363457863680","1181743888823926785","1726424851","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lizardo_tom",0,FALSE,FALSE,NA,NA
"the name ""Impossible Burger"" is some great marketing because every time I see it I'm like ""oh you fuckin' dare me t… https://t.co/BFpcNxrE7t",FALSE,2,NA,2019-10-09 01:30:05,TRUE,NA,"1181743603728539648",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","spiderfrogged",0,FALSE,FALSE,NA,NA
"You don’t know true heartbreak until you look in despair at the airport for a vegan option, see a Burger King, get… https://t.co/ImKmU4Wc3e",FALSE,8,NA,2019-10-09 01:27:02,TRUE,NA,"1181742834946314242",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pogworld",0,FALSE,FALSE,NA,NA
"RT @BikeAccidentAdv: What is the Impossible Burger? | Impossible Burger Nutrition and Ingredients - https://t.co/wodVQchfF2 #Bike #Bicycle…",FALSE,0,NA,2019-10-09 01:20:19,FALSE,NA,"1181741143949807617",NA,"<a href=""https://about.me/cyclingbot"" rel=""nofollow"">CyclingBot</a>","dhumpachika",1,TRUE,FALSE,NA,NA
"People might consider the impossible burger a healthy option, but reconsider that. The impossible burger has 40 les… https://t.co/xz10dl6Hjt",FALSE,0,NA,2019-10-09 01:18:47,TRUE,NA,"1181740761143857152",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","matadornews",0,FALSE,FALSE,NA,NA
"RT @voxdotcom: The backlash to plant-based meat, when you look at it closely, is a backlash against our food system in general — mistakenly…",FALSE,0,NA,2019-10-09 01:17:51,FALSE,NA,"1181740524643999744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JavItAll",45,TRUE,FALSE,NA,NA
"Interesting on YouTube: If Commercials Were Real Life - Burger King Impossible Whopper https://t.co/hSKf4vRQIC",FALSE,0,NA,2019-10-09 01:17:26,FALSE,NA,"1181740418825932800",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","newsnowkc",0,FALSE,FALSE,NA,NA
"The Impossible Burger has a patty that is genetically made. The ingredients mimic the flavors, aroma and even the r… https://t.co/tqvOoBgRFR",FALSE,0,NA,2019-10-09 01:17:24,TRUE,NA,"1181740412681113600",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","matadornews",0,FALSE,FALSE,NA,NA
"The Impossible Burger is now being served in more than 5,000 restaurants in the U.S., Hong
Kong, Macao and Singapor… https://t.co/XW28jNCxqi",FALSE,1,NA,2019-10-09 01:15:40,TRUE,NA,"1181739974497951745",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","matadornews",0,FALSE,FALSE,NA,NA
"@JC_Christian Ooh. But an Impossible Burger is an over-processed nutritional hellscape, right?",FALSE,1,"JC_Christian",2019-10-09 01:15:27,FALSE,"1181703561270321152","1181739921624592384","14782782","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rolopix",0,FALSE,FALSE,NA,NA
"Did you try the impossible burger? It’s pretty good. Omnivore til 1997. Vegetarian since then. It’s not bad. Do i n… https://t.co/S9lR50AzDb",FALSE,8,NA,2019-10-09 01:10:30,TRUE,NA,"1181738675627053060",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marinakurian",0,FALSE,FALSE,NA,NA
"RT @voxdotcom: The backlash to plant-based meat, when you look at it closely, is a backlash against our food system in general — mistakenly…",FALSE,0,NA,2019-10-09 01:10:23,FALSE,NA,"1181738647319695360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","beaudoin_z",45,TRUE,FALSE,NA,NA
"RT @voxdotcom: The backlash to plant-based meat, when you look at it closely, is a backlash against our food system in general — mistakenly…",FALSE,0,NA,2019-10-09 01:09:50,FALSE,NA,"1181738509553590273",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LanaTall1",45,TRUE,FALSE,NA,NA
"RT @voxdotcom: The backlash to plant-based meat, when you look at it closely, is a backlash against our food system in general — mistakenly…",FALSE,0,NA,2019-10-09 01:09:24,FALSE,NA,"1181738400346513415",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HollyHold1",45,TRUE,FALSE,NA,NA
"Impossible burger deliciousness. I’ve also had the Beyond burger: also really good. #NoMeatNecessary https://t.co/YvgNRmJaA0",FALSE,0,NA,2019-10-09 01:05:57,FALSE,NA,"1181737528602353665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChRESISTopher",0,FALSE,FALSE,NA,NA
"RT @voxdotcom: The backlash to plant-based meat, when you look at it closely, is a backlash against our food system in general — mistakenly…",FALSE,0,NA,2019-10-09 01:05:31,FALSE,NA,"1181737419571220480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iv0611",45,TRUE,FALSE,NA,NA
"@WWG1WGA_WW @cactusflower81 THE ONLY THING MILLENNIALS ARE GOOD AT IS HAVING IMPOSSIBLE BURGER DIARRHEA",FALSE,1,"WWG1WGA_WW",2019-10-09 01:05:07,FALSE,"1181649611779239936","1181737322452148224","1229160464","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TheFraySavedMe",0,FALSE,FALSE,NA,NA
"What is the Impossible Burger? | Impossible Burger Nutrition and Ingredients - https://t.co/wodVQchfF2 #Bike… https://t.co/3HcCDNQRS3",FALSE,0,NA,2019-10-09 01:05:01,TRUE,NA,"1181737294459478016",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","BikeAccidentAdv",1,FALSE,FALSE,NA,NA
